Dates,Headlines
23 Mar 2007,Kotak Mahindra Bkï¿½s Pvt Equity arm invests in DRS Logistics
17 Mar 2007,Fitch assigns AA+(ind) rating to Kotak Mahindra Bk 
17 Mar 2007,Kotak Mahindra Bank authorised as Primary Dealer
16 Mar 2007,Bank of India looks good buy at Rs 131
06 Mar 2007,Invest in Kotak Mahindra Bank
20 Feb 2007,Brokerage firms' Budget expectations
19 Feb 2007,Stick with private sector banks
05 Feb 2007,UTI Bank can touch Rs 660
03 Feb 2007,Kotak Mahindra Bank scores the fastest century
25 Jan 2007,Chief-speak on India Inc's shopping spree
23 Jan 2007,Kotak Mahindra likely to test Rs 496-500
22 Jan 2007,"Kotak Mah to invest majorly in bank, life insurance network"
22 Jan 2007,Punjab National Bank can touch Rs 540.550
22 Jan 2007,KMB consolidated PAT for Q3FY07 up 107% YoY to Rs 170cr
22 Jan 2007,Kotak Mahindra Bank adds 40 branches in 9 months
22 Jan 2007,Kotak Mah Bank Q3 net at Rs 169.6 cr
12 Dec 2006,India Inc speaks out on growth
08 Dec 2006,Kotak Mahindra Bank has strong support at Rs 370
08 Dec 2006,IBEF Research: Riding the retail wave
08 Dec 2006,Varun Shipping to make pref allotment to 4 FIIs
07 Dec 2006,Arbitrage in realty prices not justified: Kotak 
07 Dec 2006,Play the marathon and not sprint - Uday Kotak 
07 Dec 2006,Indian Business Leader Awards: Who are the winners?
05 Dec 2006,Stay away from banking space: Gaba
20 Nov 2006,"Above Rs 400, Kotak Mahindra can touch Rs 460"
20 Nov 2006,Srivastava bullish on banking stocks
15 Nov 2006,HDFC Bank can touch Rs 1150
15 Nov 2006,Kotak Mahindra Bank has target of Rs 600
15 Nov 2006,"SBI, BoB, Bank of India look attractive"
15 Nov 2006,UTI Bank looks worth after a dip
14 Nov 2006,Kotak Mahindra Bank looks interesting
14 Nov 2006,UTI Bank looks good
09 Nov 2006,IndusInd Bank a trading stock
03 Nov 2006,Kotak Mahindra Bank strengthens presence in NCR
03 Nov 2006,Kotak Mahindra can touch Rs 369-372
30 Oct 2006,CRISIL P1+ (so) for KMBL PTCs 
23 Oct 2006,Hold on Kotak Mahindra Bank
23 Oct 2006,Kotak Mahindra Bank has stoploss of Rs 325
19 Oct 2006,Kotak Mahindra Bkï¿½s consolidated PAT for Q2FY07 up 13% YOY
19 Oct 2006,Lending & treasury biz did very well: Kotak Mahindra
19 Oct 2006,Kotak Mahindra Bk Q2 net up 13% at Rs 94cr
17 Oct 2006,Exit South Indian Bank
16 Oct 2006,ING Vysya Bank can touch Rs 215-222
13 Oct 2006,Stay invested in bank stock
09 Oct 2006,Fitch assigns expected rating to KMBL's Corporate Loan
04 Oct 2006,State Bank of India has target of Rs 1300-1350
29 Sep 2006,Kotak Mahindra Bank board okays restructuring plan
27 Sep 2006,SBI looks can go upto Rs 1050
25 Sep 2006,Sharmila Tagore & Soha Ali Khan launched KMB Gold Eternity
20 Sep 2006,Goldman Sachs to invest $1 b more
19 Sep 2006,Fitch assigns expected rating to KMBLï¿½s Corporate Loan
19 Sep 2006,Fitch rates KMBLï¿½s corporate loan securitisation trust
18 Sep 2006,IOB can go up to Rs 117
12 Sep 2006,Yes Bank to raise $ 150 mn within next six months
08 Sep 2006,Who will eventually acquire UWB? Experts opine
07 Sep 2006,United Western Bank has support at Rs 16
01 Sep 2006,"UTI Bk, Kotak Mahindra still have upside of 20-30%"
22 Aug 2006,Kotak Mahindra Bk gets underweight rating: Morgan Stanley
18 Aug 2006,Kotak Mahindra Bk can touch Rs 400
18 Aug 2006,Hold Kotak Mahindra Bank
17 Aug 2006,New players in the i-banking field
03 Aug 2006,Investors' interest is beginning in banking sector
03 Aug 2006,"Above Rs 245-250, Kotak Mahindra will continue its upmove"
03 Aug 2006,"Bank numbers surprise markets, but will they sustain?"
01 Aug 2006,Kotak Life opens it's 52nd branch in Vashi
31 Jul 2006,Kotak Mahindra looks good at Rs 330
24 Jul 2006,Buy Kotak Mahindra Bank on declines
20 Jul 2006,Mkt prepared for 6% base repo rate: Kotak Mahindra Bank
20 Jul 2006,Kotak Mahindra Bk announces results for Q1FY07
20 Jul 2006,Kotak Mahindra Q1 net profit at Rs 112.4cr
20 Jul 2006,Warburg Pincus picks nearly 1% in Kotak Mahindra Bank
14 Jul 2006,Kotak Mahindra Bank has target of Rs 280
22 Jun 2006,Buy Kotak Mahindra Bank for target of Rs 306: ABN AMRO
15 Jun 2006,Kotak Mahindra Bank can touch Rs 290-295
30 May 2006,Kotak Mahindra Bank may hit Rs 400
18 May 2006,BSE inducts Kotak Mahindra Bank as clearing bank
16 May 2006,Kotak Mahindra Bank announces results for FY06
16 May 2006,Private sector banks more aggressive than PSU banks
15 May 2006,Aiming at high NIMs: Kotak Mahindra Bank
15 May 2006,Kotak Mahindra Bank FY06 net profit up 210% at Rs 530cr
05 May 2006,Pick Kotak Mahindra at around Rs 300-325: Pujara
05 May 2006,Kotak Mahindra Bank can go upto Rs 390
05 May 2006,Kotak Mahindra may go upto Rs 405-410: Mathew
05 May 2006,Kotak Mahindra Bank a good investment: Sukhani
24 Apr 2006,Kotak Mahindra Bank raises US$ 100 mn through GDS issue
20 Apr 2006,SBI Caps in expansion mode
01 Apr 2006,"Kotak Mahindra, HDFC Bank to share ATMs"
31 Mar 2006,"HDFC Bank, Kotak Mahindra Bank sign ATM-sharing MoU"
29 Mar 2006,Kotak Mahindra Bank appoints new corporate banking head
17 Mar 2006,Kotak Mahindra Bank has support at Rs 225
17 Mar 2006,Around 20-40 hedge funds dedicated to Indian mkt: Jetfin
16 Mar 2006,Kotak Mahindra Bank can touch Rs 300
16 Mar 2006,lot of upside left in Kotak Mahindra Bank
16 Mar 2006,Kotak Mahindra Bank has resistance between 250-260
16 Mar 2006,No plans to list Kotak Sec & KMC: Uday Kotak
03 Mar 2006,Why are fund houses knocking Ganesh Housing doors?
02 Mar 2006,"Buy SBI, Punjab National Bank at current levels"
02 Mar 2006,Major rejig at Hutchison Essar; Ruias up stake
18 Feb 2006,Kotak Mahindra Bank plans 100 branches by March 2007
08 Feb 2006,Kotak Mahindra Bank launches no-frills account
18 Jan 2006,Kotak Mahindra Bank announces results for Q3 FY06
20 Dec 2005,Kotak Mahindra Bank ties up with IndianNGOs.com
13 Dec 2005,Kotak Mahindra has target of Rs 260-265: Mohindar
09 Dec 2005,Kotak Mahindra Bank can touch Rs 260-265.
02 Dec 2005,Kotak Mahindra Bank has target of Rs 250: Gujral
01 Dec 2005,Hold Kotak Mahindra Bank: Pujara
01 Dec 2005,Kotak Mahindra has target of Rs 300: Gaba
27 Oct 2005,Kotak Mahindra Bank Q2 (cons) net up 156%
13 Oct 2005,Keep stoploss of Rs 170 in Kotak Mahindra Bank
30 Sep 2005,Keep stoploss of Rs 185-190 in Kotak Mahindra Bank
30 Sep 2005,Kotak Mahindra Bank is not a buy at current levels: Irani
29 Sep 2005,Kotak Mahindra to raise funds by issuing 15 lakh shares
17 Sep 2005,J M Financial board okays merger with J M Securities
16 Sep 2005,"Kampani to consolidate empire, merge companies"
13 Sep 2005,"Kotak Mahindra can reach Rs 280, says Gaba"
22 Aug 2005,Exit Kotak Mahindra Bank after ex-bonus: Baliga
26 Jul 2005,Kotak Mahindra Bank Q1 net at Rs 19.7cr
07 Jun 2005,Kotak Bank FY05 (cons) net down 2.3%
31 May 2005,Dalal bullish on Kotak Mahindra
17 May 2005,Kotak Mahindra will hit Rs 390 in 6 mths
24 Jan 2005,Kotak Mahindra Bank Q3 net down 1.92%
